year,year_ending,hbtreat_name,hospital_code,hospital_name,specialty,trend_type,value,covid_period
2018,31/03/2019,NHS Western Isles,W106H,St Brendans Cot Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Western Isles,W106H,St Brendans Cot Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W106H,St Brendans Cot Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W106H,St Brendans Cot Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W106H,St Brendans Cot Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W106H,St Brendans Cot Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,total,admissions,45,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,total,discharges,40,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,total,patients,30,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,total,stays,40,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,nonpsychiatric,admissions,45,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,nonpsychiatric,discharges,40,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,nonpsychiatric,patients,30,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,nonpsychiatric,stays,40,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W108H,Uist & Barra Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,total,admissions,135,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,total,discharges,145,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,total,patients,95,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,total,stays,100,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,total,hospitalresidents,5,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,nonpsychiatric,admissions,90,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,nonpsychiatric,discharges,90,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,nonpsychiatric,patients,50,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,nonpsychiatric,stays,50,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,psychiatric,admissions,45,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,psychiatric,discharges,55,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,psychiatric,patients,50,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,psychiatric,stays,50,Pre-COVID
2018,31/03/2019,NHS Western Isles,W107H,Western Isles Hospital,psychiatric,hospitalresidents,5,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,total,admissions,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,total,discharges,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,total,patients,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,total,stays,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,D102H,Golden Jubilee University National Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,total,admissions,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,total,discharges,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,total,patients,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,total,stays,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,National Waiting Times Centre,National Waiting Times Centre,National Waiting Times Centre,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,total,admissions,80,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,total,discharges,75,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,total,patients,65,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,total,stays,20,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,total,hospitalresidents,110,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,psychiatric,admissions,80,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,psychiatric,discharges,75,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,psychiatric,patients,65,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,psychiatric,stays,20,Pre-COVID
2018,31/03/2019,The State Hospitals Board for Scotland,D101H,State Hospital,psychiatric,hospitalresidents,110,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,total,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,total,discharges,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,total,patients,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,total,stays,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,total,hospitalresidents,30,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,nonpsychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,nonpsychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,nonpsychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,nonpsychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,psychiatric,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,psychiatric,discharges,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,psychiatric,patients,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,psychiatric,stays,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A201H,Ailsa Hospital,psychiatric,hospitalresidents,30,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,total,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,total,discharges,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,total,patients,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,total,stays,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,nonpsychiatric,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,nonpsychiatric,discharges,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,nonpsychiatric,patients,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,nonpsychiatric,stays,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,admissions,10,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,hospitalresidents,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,admissions,10,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,hospitalresidents,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,admissions,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,discharges,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,patients,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,stays,20,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,hospitalresidents,10,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,discharges,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,patients,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,stays,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,admissions,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,hospitalresidents,10,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,discharges,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,patients,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,stays,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,admissions,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,discharges,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,patients,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,stays,15,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,admissions,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,admissions,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,discharges,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,patients,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,stays,5,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,total,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,total,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,total,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,total,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,nonpsychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,nonpsychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,nonpsychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,nonpsychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A227V,The Ayrshire Hospice,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,admissions,550,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,discharges,555,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,patients,285,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,stays,335,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,admissions,550,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,discharges,555,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,patients,285,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,stays,335,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,admissions,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,discharges,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,patients,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,stays,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,admissions,880,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,discharges,885,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,patients,455,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,stays,520,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,hospitalresidents,0,Pre-COVID
2019,31/03/2020,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,nonpsychiatric,admissions,880,Pre-COVID
