year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2021,Health board of treatment,NHS Greater Glasgow & Clyde,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,1615,COVID-19
2021,Health board of treatment,NHS Greater Glasgow & Clyde,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,138.33,COVID-19
2021,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,Number of discharges,Total,45,COVID-19
2021,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,13.9,COVID-19
2021,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,1.54,COVID-19
2021,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,45,COVID-19
2021,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,13.9,COVID-19
2021,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,670,COVID-19
2021,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,206.89,COVID-19
2021,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,565,COVID-19
2021,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,174.46,COVID-19
2021,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,110,COVID-19
2021,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,33.97,COVID-19
2021,Health board of treatment,NHS Highland,Mood (affective) disorders,Number of discharges,Total,160,COVID-19
2021,Health board of treatment,NHS Highland,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,49.41,COVID-19
2021,Health board of treatment,NHS Highland,Mood (affective) disorders,Number of discharges,Non-psychiatric,50,COVID-19
2021,Health board of treatment,NHS Highland,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,15.44,COVID-19
2021,Health board of treatment,NHS Highland,Mood (affective) disorders,Number of discharges,Psychiatric,105,COVID-19
2021,Health board of treatment,NHS Highland,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,32.42,COVID-19
2021,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,120,COVID-19
2021,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,37.05,COVID-19
2021,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,95,COVID-19
2021,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,29.33,COVID-19
2021,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,25,COVID-19
2021,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,7.72,COVID-19
2021,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders",Number of discharges,Total,545,COVID-19
2021,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,168.29,COVID-19
2021,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,500,COVID-19
2021,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,154.39,COVID-19
2021,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,45,COVID-19
2021,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,13.9,COVID-19
2021,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,75,COVID-19
2021,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,23.16,COVID-19
2021,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,70,COVID-19
2021,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,21.61,COVID-19
2021,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,10,COVID-19
2021,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,3.09,COVID-19
2021,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,210,COVID-19
2021,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,64.84,COVID-19
2021,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,55,COVID-19
2021,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,16.98,COVID-19
2021,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,155,COVID-19
2021,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,47.86,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,Number of discharges,Total,150,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,22.49,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,150,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,22.49,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,2010,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,301.39,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,1780,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,266.9,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,230,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,34.49,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,Number of discharges,Total,340,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,50.98,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,Number of discharges,Non-psychiatric,45,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,6.75,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,Number of discharges,Psychiatric,295,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,44.23,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,295,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,44.23,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,160,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,23.99,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,140,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,20.99,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders",Number of discharges,Total,2090,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,313.39,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,1900,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,284.9,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,190,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,28.49,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,85,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,12.75,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,50,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,7.5,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,35,COVID-19
2021,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,5.25,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,395,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,59.23,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,40,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,6,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,355,COVID-19
2021,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,53.23,COVID-19
2021,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,Number of discharges,Total,280,COVID-19
2021,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,31.27,COVID-19
2021,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,275,COVID-19
2021,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,30.71,COVID-19
2021,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,1450,COVID-19
2021,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,161.95,COVID-19
2021,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,1040,COVID-19
2021,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,116.15,COVID-19
2021,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,410,COVID-19
2021,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,45.79,COVID-19
2021,Health board of treatment,NHS Lothian,Mood (affective) disorders,Number of discharges,Total,1030,COVID-19
2021,Health board of treatment,NHS Lothian,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,115.04,COVID-19
2021,Health board of treatment,NHS Lothian,Mood (affective) disorders,Number of discharges,Non-psychiatric,55,COVID-19
2021,Health board of treatment,NHS Lothian,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,6.14,COVID-19
2021,Health board of treatment,NHS Lothian,Mood (affective) disorders,Number of discharges,Psychiatric,975,COVID-19
2021,Health board of treatment,NHS Lothian,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,108.89,COVID-19
2021,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,510,COVID-19
2021,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,56.96,COVID-19
2021,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,325,COVID-19
2021,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,36.3,COVID-19
2021,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,185,COVID-19
2021,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,20.66,COVID-19
2021,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders",Number of discharges,Total,3460,COVID-19
2021,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,386.44,COVID-19
2021,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,3120,COVID-19
2021,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,348.46,COVID-19
2021,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,345,COVID-19
2021,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,38.53,COVID-19
2021,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,250,COVID-19
2021,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,27.92,COVID-19
2021,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,85,COVID-19
2021,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,9.49,COVID-19
2021,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,165,COVID-19
2021,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,18.43,COVID-19
2021,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,935,COVID-19
2021,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,104.43,COVID-19
2021,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,50,COVID-19
2021,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,5.58,COVID-19
2021,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,885,COVID-19
2021,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,98.84,COVID-19
2021,Health board of treatment,NHS Orkney,Disorders of adult personality and behaviour,Number of discharges,Total,0,COVID-19
2021,Health board of treatment,NHS Orkney,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,0,COVID-19
2021,Health board of treatment,NHS Orkney,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Orkney,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Orkney,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,35,COVID-19
2021,Health board of treatment,NHS Orkney,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,159.02,COVID-19
2021,Health board of treatment,NHS Orkney,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,35,COVID-19
2021,Health board of treatment,NHS Orkney,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,159.02,COVID-19
2021,Health board of treatment,NHS Orkney,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Mood (affective) disorders,Number of discharges,Total,5,COVID-19
2021,Health board of treatment,NHS Orkney,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,22.72,COVID-19
2021,Health board of treatment,NHS Orkney,Mood (affective) disorders,Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Orkney,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,22.72,COVID-19
2021,Health board of treatment,NHS Orkney,Mood (affective) disorders,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,0,COVID-19
2021,Health board of treatment,NHS Orkney,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,0,COVID-19
2021,Health board of treatment,NHS Orkney,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Orkney,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Orkney,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,"Organic, including symptomatic, mental disorders",Number of discharges,Total,5,COVID-19
2021,Health board of treatment,NHS Orkney,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,22.72,COVID-19
2021,Health board of treatment,NHS Orkney,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Orkney,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,22.72,COVID-19
2021,Health board of treatment,NHS Orkney,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,0,COVID-19
2021,Health board of treatment,NHS Orkney,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,0,COVID-19
2021,Health board of treatment,NHS Orkney,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Orkney,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Orkney,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,5,COVID-19
2021,Health board of treatment,NHS Orkney,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,22.72,COVID-19
2021,Health board of treatment,NHS Orkney,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Orkney,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,22.72,COVID-19
2021,Health board of treatment,NHS Orkney,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Orkney,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Disorders of adult personality and behaviour,Number of discharges,Total,5,COVID-19
2021,Health board of treatment,NHS Shetland,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,21.8,COVID-19
2021,Health board of treatment,NHS Shetland,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Shetland,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,21.8,COVID-19
2021,Health board of treatment,NHS Shetland,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,35,COVID-19
2021,Health board of treatment,NHS Shetland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,152.57,COVID-19
2021,Health board of treatment,NHS Shetland,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,35,COVID-19
2021,Health board of treatment,NHS Shetland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,152.57,COVID-19
2021,Health board of treatment,NHS Shetland,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Mood (affective) disorders,Number of discharges,Total,10,COVID-19
2021,Health board of treatment,NHS Shetland,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,Mood (affective) disorders,Number of discharges,Non-psychiatric,10,COVID-19
2021,Health board of treatment,NHS Shetland,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,Mood (affective) disorders,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,10,COVID-19
2021,Health board of treatment,NHS Shetland,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,10,COVID-19
2021,Health board of treatment,NHS Shetland,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,"Organic, including symptomatic, mental disorders",Number of discharges,Total,10,COVID-19
2021,Health board of treatment,NHS Shetland,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,10,COVID-19
2021,Health board of treatment,NHS Shetland,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,10,COVID-19
2021,Health board of treatment,NHS Shetland,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,10,COVID-19
2021,Health board of treatment,NHS Shetland,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,10,COVID-19
2021,Health board of treatment,NHS Shetland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,43.59,COVID-19
2021,Health board of treatment,NHS Shetland,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,10,COVID-19
2021,Health board of treatment,NHS Shetland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,43.59,COVID-19
